Match,Name,Overs,Maiden_Overs,Runs,Wickets,Economy,Fours,Sixes,Wides,No_Balls,Match_ID
Argentina vs Cayman Islands,Adrian Wright,4,0,25,6.25,10,2,0,2,0,T20I # 2013
Argentina vs Cayman Islands,Jahmeal Buchanan,2,0,13,6.50,7,1,1,0,0,T20I # 2013
Argentina vs Cayman Islands,Alistair Ifill,4,0,22,5.50,9,2,0,0,0,T20I # 2013
Argentina vs Cayman Islands,Alan	Kirschbaum,4,1,15,3.75,16,0,1,1,0,T20I # 2013
Argentina vs Cayman Islands,Hernan Fennell,4,0,25,6.25,16,2,1,2,1,T20I # 2013
Argentina vs Cayman Islands,Tomas Rossi,2,0,17,8.50,6,3,0,2,0,T20I # 2013
Argentina vs Cayman Islands,Santiago Rossi,4,0,27,6.75,11,3,1,0,0,T20I # 2013
Argentina vs Cayman Islands,Agustin Husain,2,0,17,8.50,3,2,0,1,0,T20I # 2013
Argentina vs Cayman Islands,Agustin Rivero,3.5,0,20,5.21,9,0,0,1,1,T20I # 2013
Kuwait vs Malaysia,Rizwan Haider,4,0,37,9.25,10,5,1,1,0,T20I # 2014
Kuwait vs Malaysia,Vijay Unni,4,0,15,3.75,13,1,0,0,0,T20I # 2014
Kuwait vs Malaysia,Muhammad Wafiq,4,0,43,10.75,9,2,4,2,0,T20I # 2014
Kuwait vs Malaysia,Fitri Sham,4,0,23,5.75,11,1,1,1,0,T20I # 2014
Kuwait vs Malaysia,Sharvin Muniandy,3,0,26,8.66,9,4,1,0,0,T20I # 2014
Kuwait vs Malaysia,Virandeep Singh,1,0,7,7.00,2,1,0,0,0,T20I # 2014
Kuwait vs Malaysia,Yasin Patel,2,0,22,11.00,4,3,1,0,0,T20I # 2014
Kuwait vs Malaysia,Mohamed Shafeeq,3,0,38,12.66,9,4,2,5,1,T20I # 2014
Kuwait vs Malaysia,Sayed Monib,3,0,32,10.66,6,4,1,3,0,T20I # 2014
Kuwait vs Malaysia,Adnan Idrees,3,0,30,10.00,7,3,2,0,0,T20I # 2014
Kuwait vs Malaysia,Mohammed Aslam,4,0,19,4.75,12,2,0,0,0,T20I # 2014
Kuwait vs Malaysia,Shiraz Khan,4,0,14,3.50,13,1,0,0,0,T20I # 2014
Hong Kong vs Bahrain,Rizwan Butt,4,0,31,7.75,7,3,0,1,1,T20I # 2015
Hong Kong vs Bahrain,Ali Dawood,4,0,43,10.75,6,3,2,1,2,T20I # 2015
Hong Kong vs Bahrain,Sarfaraz Ali,3,0,13,4.33,6,0,0,0,0,T20I # 2015
Hong Kong vs Bahrain,Sathaiya Veerapathiran,2,0,15,7.50,3,2,0,0,0,T20I # 2015
Hong Kong vs Bahrain,Abdul Majid,3,0,13,4.33,-,-,-,0,0,T20I # 2015
Hong Kong vs Bahrain,Imran Anwar,4,0,35,8.75,5,3,1,1,0,T20I # 2015
Hong Kong vs Bahrain,Haroon Arshad,4,0,32,8.00,9,3,1,1,2,T20I # 2015
Hong Kong vs Bahrain,Ehsan Khan,3.1,0,16,5.05,12,3,0,0,0,T20I # 2015
Hong Kong vs Bahrain,Nasrulla Rana,2,0,30,15.00,3,2,2,2,0,T20I # 2015
Hong Kong vs Bahrain,Aizaz Khan,4,0,30,7.50,7,1,1,1,0,T20I # 2015
Hong Kong vs Bahrain,Yasim Murtaza,2,0,11,5.50,5,1,0,0,0,T20I # 2015
Hong Kong vs Bahrain,Mohammad Ghazanfar,4,0,16,4.00,13,1,0,1,0,T20I # 2015
Malaysia vs Bahrain,Rizwan Butt,4,0,34,8.50,10,2,2,2,1,T20I # 2016
Malaysia vs Bahrain,Ali Dawood,4,0,38,9.50,7,5,1,0,0,T20I # 2016
Malaysia vs Bahrain,Sarfaraz Ali,4,0,37,9.25,2,2,1,2,0,T20I # 2016
Malaysia vs Bahrain,Sathaiya Veerapathiran,4,0,29,7.25,9,1,2,0,0,T20I # 2016
Malaysia vs Bahrain,Imran Anwar,2,0,22,11.00,3,2,1,1,0,T20I # 2016
Malaysia vs Bahrain,Abdul Majid,2,0,30,15.00,-,-,-,0,0,T20I # 2016
Malaysia vs Bahrain,Rizwan Haider,4,0,34,8.50,13,0,3,4,0,T20I # 2016
Malaysia vs Bahrain,Vijay Unni,4,0,34,8.50,6,3,1,0,0,T20I # 2016
Malaysia vs Bahrain,Muhammad Wafiq,4,1,11,2.75,13,0,0,0,0,T20I # 2016
Malaysia vs Bahrain,Fitri Sham,4,0,30,7.50,7,2,1,2,0,T20I # 2016
Malaysia vs Bahrain,Sharvin Muniandy,3,0,27,9.00,5,3,1,0,0,T20I # 2016
Malaysia vs Bahrain,Virandeep Singh,1,0,9,9.00,1,1,0,0,0,T20I # 2016
Hong Kong vs Kuwait,Shahrukh Quddus,4,0,38,9.50,9,3,2,3,0,T20I # 2017
Hong Kong vs Kuwait,Mohamed Shafeeq,4,0,35,8.75,10,5,1,0,0,T20I # 2017
Hong Kong vs Kuwait,Sayed Monib,4,0,32,8.00,11,4,1,0,0,T20I # 2017
Hong Kong vs Kuwait,Shiraz Khan,3,0,25,8.33,3,3,0,0,0,T20I # 2017
Hong Kong vs Kuwait,Mohammed Aslam,1,0,3,3.00,3,0,0,0,0,T20I # 2017
Hong Kong vs Kuwait,Bilal Tahir,4,0,22,5.50,9,2,0,1,0,T20I # 2017
Hong Kong vs Kuwait,Haroon Arshad,4,0,19,4.75,17,0,0,7,1,T20I # 2017
Hong Kong vs Kuwait,Ehsan Khan,4,0,34,8.50,14,4,2,0,1,T20I # 2017
Hong Kong vs Kuwait,Aizaz Khan,3,0,32,10.66,7,3,2,2,0,T20I # 2017
Hong Kong vs Kuwait,Yasim Murtaza,4,0,19,4.75,12,0,0,1,0,T20I # 2017
Hong Kong vs Kuwait,Raag Kapur,3,0,23,7.66,8,0,2,1,0,T20I # 2017
Hong Kong vs Kuwait,Mohammad Ghazanfar,2,0,21,10.50,4,1,2,0,0,T20I # 2017
England vs Bangladesh,Nasum Ahmed,4,0,31,7.75,7,3,1,0,0,T20I # 2018
England vs Bangladesh,Taskin Ahmed,4,0,35,8.75,6,5,0,0,0,T20I # 2018
England vs Bangladesh,Mustafizur Rahman,4,0,34,8.50,9,3,1,3,0,T20I # 2018
England vs Bangladesh,Shakib Al Hasan,4,0,26,6.50,7,1,1,0,0,T20I # 2018
England vs Bangladesh,Hasan Mahmud,4,0,26,6.50,9,0,2,0,0,T20I # 2018
England vs Bangladesh,Sam Curran,2,0,18,9.00,3,3,0,0,0,T20I # 2018
England vs Bangladesh,Chris Woakes,2,0,21,10.50,4,4,0,0,0,T20I # 2018
England vs Bangladesh,Jofra Archer,3,0,27,9.00,4,3,0,1,0,T20I # 2018
England vs Bangladesh,Adil Rashid,3,0,25,8.33,7,2,1,0,0,T20I # 2018
England vs Bangladesh,Mark Wood,2,0,24,12.00,3,5,0,0,0,T20I # 2018
England vs Bangladesh,Moeen Ali,4,0,27,6.75,10,4,0,0,0,T20I # 2018
England vs Bangladesh,Chris Jordan,2,0,16,8.00,5,3,0,0,0,T20I # 2018
Kuwait vs Bahrain,Rizwan Butt,4,0,29,7.25,13,2,2,1,0,T20I # 2019
Kuwait vs Bahrain,Abdul Majid,4,0,18,4.50,-,-,-,1,0,T20I # 2019
Kuwait vs Bahrain,Sarfaraz Ali,4,0,35,8.75,9,3,2,0,0,T20I # 2019
Kuwait vs Bahrain,Sathaiya Veerapathiran,4,0,51,12.75,8,3,5,0,0,T20I # 2019
Kuwait vs Bahrain,Imran Anwar,4,0,22,5.50,14,2,1,0,0,T20I # 2019
Kuwait vs Bahrain,Shahrukh Quddus,3,0,20,6.66,9,0,1,1,1,T20I # 2019
Kuwait vs Bahrain,Ilyas Ahmed,4,0,28,7.00,14,3,1,4,0,T20I # 2019
Kuwait vs Bahrain,Sayed Monib,4,0,47,11.75,11,2,4,6,0,T20I # 2019
Kuwait vs Bahrain,Mohammed Aslam,4,0,27,6.75,8,2,1,0,0,T20I # 2019
Kuwait vs Bahrain,Shiraz Khan,4,0,36,9.00,7,3,2,0,0,T20I # 2019
Malaysia vs Hong Kong,Haroon Arshad,2,0,6,3.00,9,0,0,2,0,T20I # 2020
Malaysia vs Hong Kong,Ehsan Khan,3,0,10,3.33,11,1,0,0,0,T20I # 2020
Malaysia vs Hong Kong,Aizaz Khan,3.4,0,26,7.09,8,2,0,3,1,T20I # 2020
Malaysia vs Hong Kong,Kinchit Shah,2,0,6,3.00,6,0,0,0,0,T20I # 2020
Malaysia vs Hong Kong,Nasrulla Rana,2,0,6,3.00,7,0,0,1,0,T20I # 2020
Malaysia vs Hong Kong,Nizakat Khan,2,0,8,4.00,6,0,0,1,0,T20I # 2020
Malaysia vs Hong Kong,Raag Kapur,2,0,18,9.00,1,2,0,0,0,T20I # 2020
Malaysia vs Hong Kong,Yasim Murtaza,2,0,13,6.50,5,0,1,1,0,T20I # 2020
Malaysia vs Hong Kong,Syazrul Idrus,3,0,25,8.33,8,0,2,1,0,T20I # 2020
Malaysia vs Hong Kong,Fitri Sham,4,0,18,4.50,15,2,0,1,0,T20I # 2020
Malaysia vs Hong Kong,Rizwan Haider,4,0,31,7.75,11,2,2,1,0,T20I # 2020
Malaysia vs Hong Kong,Vijay Unni,4,0,12,3.00,17,0,1,0,0,T20I # 2020
Malaysia vs Hong Kong,Muhammad Wafiq,4,0,8,2.00,16,0,0,0,0,T20I # 2020
Malaysia vs Hong Kong,Virandeep Singh,0.1,0,4,24.00,0,1,0,0,0,T20I # 2020
Bahrain vs Kuwait,Shahrukh Quddus,4,0,33,8.25,14,5,1,3,0,T20I # 2021
Bahrain vs Kuwait,Ilyas Ahmed,3,0,18,6.00,12,3,0,1,0,T20I # 2021
Bahrain vs Kuwait,Sayed Monib,4,0,30,7.50,13,3,2,0,0,T20I # 2021
Bahrain vs Kuwait,Shiraz Khan,3,0,17,5.66,9,2,0,0,0,T20I # 2021
Bahrain vs Kuwait,Mohammed Aslam,4,0,10,2.50,14,0,0,0,0,T20I # 2021
Bahrain vs Kuwait,Adnan Idrees,2,0,26,13.00,4,1,3,0,0,T20I # 2021
Bahrain vs Kuwait,Rizwan Butt,3.1,0,28,8.84,8,5,0,2,0,T20I # 2021
Bahrain vs Kuwait,Abdul Majid,4,0,30,7.50,-,-,-,1,0,T20I # 2021
Bahrain vs Kuwait,Sathaiya Veerapathiran,2,0,24,12.00,5,2,2,1,0,T20I # 2021
Bahrain vs Kuwait,Sarfaraz Ali,3,0,22,7.33,5,1,1,0,0,T20I # 2021
Bahrain vs Kuwait,Imran Anwar,4,0,19,4.75,10,1,0,0,0,T20I # 2021
Bahrain vs Kuwait,Junaid Aziz,2,0,13,6.50,3,0,0,1,0,T20I # 2021
Hong Kong vs Malaysia,Rizwan Haider,4,0,31,7.75,10,1,2,3,0,T20I # 2022
Hong Kong vs Malaysia,Vijay Unni,4,0,26,6.50,8,1,1,0,0,T20I # 2022
Hong Kong vs Malaysia,Fitri Sham,4,0,54,13.50,5,7,1,2,0,T20I # 2022
Hong Kong vs Malaysia,Muhammad Wafiq,4,0,41,10.25,10,3,3,1,0,T20I # 2022
Hong Kong vs Malaysia,Sharvin Muniandy,4,0,30,7.50,9,0,3,0,0,T20I # 2022
Hong Kong vs Malaysia,Haroon Arshad,3,0,39,13.00,6,7,1,1,0,T20I # 2022
Hong Kong vs Malaysia,Ehsan Khan,2.5,0,22,7.76,10,3,0,1,0,T20I # 2022
Hong Kong vs Malaysia,Aizaz Khan,3,0,26,8.66,10,1,2,3,0,T20I # 2022
Hong Kong vs Malaysia,Kinchit Shah,1,0,7,7.00,2,1,0,0,0,T20I # 2022
Hong Kong vs Malaysia,Nasrulla Rana,4,0,29,7.25,10,0,2,1,2,T20I # 2022
Hong Kong vs Malaysia,Yasim Murtaza,4,0,19,4.75,8,1,0,0,0,T20I # 2022
England vs Bangladesh,Taskin Ahmed,4,0,27,6.75,12,4,0,3,0,T20I # 2023
England vs Bangladesh,Mustafizur Rahman,4,0,19,4.75,17,2,1,1,0,T20I # 2023
England vs Bangladesh,Nasum Ahmed,1,0,13,13.00,1,1,1,0,0,T20I # 2023
England vs Bangladesh,Shakib Al Hasan,3,0,13,4.33,10,1,0,1,0,T20I # 2023
England vs Bangladesh,Hasan Mahmud,2,0,10,5.00,6,1,0,0,0,T20I # 2023
England vs Bangladesh,Mehidy Hasan Miraz,4,0,12,3.00,13,0,0,0,0,T20I # 2023
England vs Bangladesh,Najmul Hossain Shanto,1,0,9,9.00,0,1,0,0,0,T20I # 2023
England vs Bangladesh,Afif Hossain,1,0,7,7.00,1,0,0,1,0,T20I # 2023
England vs Bangladesh,Sam Curran,3,0,15,5.00,8,1,0,1,0,T20I # 2023
England vs Bangladesh,Chris Woakes,1,0,7,7.00,3,1,0,0,0,T20I # 2023
England vs Bangladesh,Jofra Archer,4,0,13,3.25,14,1,0,0,0,T20I # 2023
England vs Bangladesh,Moeen Ali,4,0,25,6.25,8,1,1,0,0,T20I # 2023
England vs Bangladesh,Adil Rashid,4,0,28,7.00,10,2,1,2,0,T20I # 2023
England vs Bangladesh,Rehan Ahmed,2,0,11,5.50,2,0,0,0,0,T20I # 2023
England vs Bangladesh,Chris Jordan,0.5,0,15,18.00,0,3,0,0,0,T20I # 2023
Vanuatu vs Samoa,Sitanisilao Toutai,4,0,39,9.75,-,-,-,0,0,T20I # 2024
Vanuatu vs Samoa,Timezeen Rapi,4,1,18,4.50,-,-,-,0,1,T20I # 2024
Vanuatu vs Samoa,Matthew Faatea,3,0,23,7.66,-,-,-,0,0,T20I # 2024
Vanuatu vs Samoa,Darren Roache,4,0,37,9.25,-,-,-,1,0,T20I # 2024
Vanuatu vs Samoa,Paul Rarotoga,4,0,37,9.25,-,-,-,0,1,T20I # 2024
Vanuatu vs Samoa,Maene Tuilaepa,1,0,3,3.00,-,-,-,0,0,T20I # 2024
Vanuatu vs Samoa,Godfrey Mangau,4,1,12,3.00,-,-,-,4,0,T20I # 2024
Vanuatu vs Samoa,Obed Yosef,1,0,16,16.00,-,-,-,0,0,T20I # 2024
Vanuatu vs Samoa,Patrick Matautaava,3,0,26,8.66,-,-,-,1,0,T20I # 2024
Vanuatu vs Samoa,Darren Wotu,4,0,31,7.75,-,-,-,0,1,T20I # 2024
Vanuatu vs Samoa,Nalin Nipiko,4,0,31,7.75,-,-,-,0,0,T20I # 2024
Vanuatu vs Samoa,Simpson Obed,4,0,29,7.25,-,-,-,0,0,T20I # 2024
Fiji vs Samoa,Timezeen Rapi,4,0,30,7.50,-,-,-,4,0,T20I # 2025
Fiji vs Samoa,Matthew Faatea,4,0,43,10.75,-,-,-,3,2,T20I # 2025
Fiji vs Samoa,Sitanisilao Toutai,4,0,48,12.00,-,-,-,1,0,T20I # 2025
Fiji vs Samoa,Darren Roache,3,0,27,9.00,-,-,-,1,1,T20I # 2025
Fiji vs Samoa,Maene Tuilaepa,3,0,33,11.00,-,-,-,1,0,T20I # 2025
Fiji vs Samoa,Maletino Maiava,2,0,18,9.00,-,-,-,0,0,T20I # 2025
Fiji vs Samoa,Villame Manakitoga,3,0,29,9.66,-,-,-,2,0,T20I # 2025
Fiji vs Samoa,Siteri Tabuisulu,4,0,23,5.75,-,-,-,0,0,T20I # 2025
Fiji vs Samoa,Peni Kotoisuva,3,0,24,8.00,-,-,-,1,1,T20I # 2025
Fiji vs Samoa,Petero Cabebula,3.1,0,14,4.42,-,-,-,2,0,T20I # 2025
Fiji vs Samoa,Peni Dakainivanua,4,0,25,6.25,-,-,-,0,0,T20I # 2025
Fiji vs Samoa,Peni Vuniwaqa,2,0,16,8.00,-,-,-,1,0,T20I # 2025
Bangladesh vs England,Sam Curran,4,0,28,7.00,7,2,0,2,1,T20I # 2026
Bangladesh vs England,Chris Woakes,1,0,12,12.00,1,2,0,0,0,T20I # 2026
Bangladesh vs England,Adil Rashid,4,0,23,5.75,12,2,0,3,0,T20I # 2026
Bangladesh vs England,Jofra Archer,4,0,33,8.25,7,3,1,1,0,T20I # 2026
Bangladesh vs England,Rehan Ahmed,3,0,26,8.66,6,2,1,0,0,T20I # 2026
Bangladesh vs England,Moeen Ali,1,0,12,12.00,1,0,1,0,0,T20I # 2026
Bangladesh vs England,Chris Jordan,3,0,21,7.00,8,3,0,0,0,T20I # 2026
Bangladesh vs England,Tanvir Islam,2,0,17,8.50,3,1,1,0,0,T20I # 2026
Bangladesh vs England,Taskin Ahmed,4,0,26,6.50,13,4,0,2,0,T20I # 2026
Bangladesh vs England,Shakib Al Hasan,4,0,30,7.50,5,2,1,0,0,T20I # 2026
Bangladesh vs England,Hasan Mahmud,4,0,29,7.25,12,4,1,0,0,T20I # 2026
Bangladesh vs England,Mustafizur Rahman,4,0,14,3.50,14,1,0,0,0,T20I # 2026
Bangladesh vs England,Mehidy Hasan Miraz,2,0,18,9.00,5,2,1,0,0,T20I # 2026
